state,city,region_id,region_name,school_count,program_count,avg_student_size,avg_in_state_tuition,avg_out_of_state_tuition,avg_cost_of_attendance,avg_net_price
FL,Tallahassee,5,Southeast,6,146,21915.42,5251.32,17233.34,22510.77,11655.3
FL,Tampa,5,Southeast,19,170,20076.96,11345.16,17909.81,25020.56,14939.81
FL,Temple Terrace,5,Southeast,1,21,589.0,18920.0,18920.0,32188.0,22527.0
FL,The Villages,5,Southeast,1,1,62.0,,,,25834.0
FL,Trinity,5,Southeast,1,10,187.0,16300.0,16300.0,25585.0,21283.0
FL,Vero Beach,5,Southeast,1,5,67.0,,,,7245.0
FL,West  Palm Beach,5,Southeast,1,1,23.0,,,,16994.0
FL,West Palm Beach,5,Southeast,8,64,1451.73,32993.48,32993.48,50628.56,32096.61
FL,Winter Haven,5,Southeast,2,41,4062.81,3553.12,11636.75,17720.53,13610.05
FL,Winter Park,5,Southeast,4,80,12090.49,34878.5,34878.5,48505.5,29527.45
FL,greenacres,5,Southeast,1,2,214.0,,,,16207.0
FM,Pohnpei,9,Outlying Areas,1,41,1740.0,5050.0,5050.0,10519.0,7012.0
GA,Albany,5,Southeast,2,79,3707.15,4326.91,10164.26,16604.41,8406.09
GA,Americus,5,Southeast,2,64,1715.77,4283.2,10513.84,15674.99,5638.92
GA,Athens,5,Southeast,3,190,25548.45,9557.23,25225.25,24596.77,12208.76
GA,Atlanta,5,Southeast,24,206,12331.44,23711.81,31485.38,39164.79,18914.89
GA,Augusta,5,Southeast,6,121,3939.0,7696.84,17093.85,20906.81,12522.78
GA,Barnesville,5,Southeast,1,23,2605.0,3475.0,10381.0,14944.0,8918.0
GA,Brunswick,5,Southeast,1,20,2794.0,3483.0,10389.0,18975.0,12905.0
GA,Carrollton,5,Southeast,1,53,7485.0,5971.0,17024.0,23504.0,15450.0
GA,Chamblee,5,Southeast,2,21,3225.38,12935.8,12935.8,22415.66,16533.38
GA,Clarkesville,5,Southeast,1,42,1966.0,3162.0,5562.0,12572.0,4361.0
GA,Clarkston,5,Southeast,1,47,2069.0,3188.0,5588.0,15977.0,7210.0
GA,Cleveland,5,Southeast,1,20,768.0,25568.0,25568.0,37692.0,22328.0
GA,Columbus,5,Southeast,4,88,4067.22,4496.83,11544.35,16633.56,9073.01
GA,Conyers,5,Southeast,1,2,586.0,,,,16052.0
GA,Cumming,5,Southeast,1,1,9.0,,,,6239.0
GA,Cuthbert,5,Southeast,1,34,287.0,19126.0,19126.0,35996.0,21934.0
GA,Dahlonega,5,Southeast,1,57,15542.0,5009.0,15441.0,18062.0,10785.0
GA,Dalton,5,Southeast,2,37,4317.88,3283.0,10189.0,11292.0,4785.0
GA,Decatur,5,Southeast,4,55,708.08,34620.0,34620.0,50758.47,26658.0
GA,Demorest,5,Southeast,1,50,1235.0,30680.0,30680.0,45359.0,20893.0
GA,Douglas,5,Southeast,1,5,1553.0,2970.0,9322.0,16015.0,9300.0
GA,Duluth,5,Southeast,2,5,558.29,16657.0,16657.0,29553.0,28066.43
GA,Evans,5,Southeast,1,1,27.0,,,,14371.0
GA,Fort Valley,5,Southeast,1,38,2541.0,5392.0,16114.0,20342.0,11609.0
GA,Franklin Springs,5,Southeast,1,21,719.0,23664.0,23664.0,35188.0,19297.0
GA,Gainesville,5,Southeast,3,84,2528.74,17349.99,18858.98,28193.9,12868.95
GA,Griffin,5,Southeast,1,55,4035.0,3126.0,5526.0,13806.0,4652.0
GA,Kennesaw,5,Southeast,2,97,39270.23,5786.0,17040.0,24618.0,16972.38
GA,Lagrange,5,Southeast,1,30,566.0,34540.0,34540.0,47370.0,17805.0
GA,Lawrenceville,5,Southeast,5,62,7689.93,3622.09,7112.0,18880.61,12500.63
GA,Lilburn,5,Southeast,2,11,128.41,10850.0,10850.0,31673.0,27192.35
GA,Lithonia,5,Southeast,1,3,195.0,10538.0,10538.0,11544.0,3935.0
GA,Lookout Mountain,5,Southeast,1,31,858.0,40464.0,40464.0,53368.0,24832.0
GA,Macon,5,Southeast,5,111,4272.98,29854.6,32161.9,45038.21,19037.95
GA,Marietta,5,Southeast,4,68,5173.8,6693.35,8392.46,20733.95,13560.19
GA,Milledgeville,5,Southeast,2,55,5095.06,8729.52,22097.39,24907.36,17561.73
GA,Morrow,5,Southeast,4,47,3536.72,5873.51,15189.34,18251.34,12935.12
GA,Mount Berry,5,Southeast,1,39,2213.0,40416.0,40416.0,55714.0,21568.0
GA,Mount Vernon,5,Southeast,1,24,684.0,21696.0,21696.0,35557.0,21983.0
GA,Oxford,5,Southeast,1,1,973.0,60774.0,60774.0,78814.0,30622.0
GA,Rome,5,Southeast,3,80,3133.17,9923.27,11824.6,19282.11,6633.73
GA,Roswell,5,Southeast,1,1,337.0,,,,18769.0
GA,Sandersville,5,Southeast,1,31,1580.0,3201.0,5601.0,12105.0,294.0
GA,Sandy Springs,5,Southeast,3,5,334.75,19686.0,19686.0,38137.0,30803.88
GA,Savannah,5,Southeast,6,107,4625.3,14686.03,17275.94,28223.33,19396.03
GA,Smyrna,5,Southeast,1,6,488.0,14929.0,14929.0,31214.0,24705.0
GA,Statesboro,5,Southeast,2,128,15112.95,5064.37,13458.48,21785.7,13055.07
GA,Stone Mountain,5,Southeast,1,1,54.0,,,,12799.0
GA,Swainsboro,5,Southeast,1,18,1368.0,2736.0,9088.0,15472.0,9380.0
GA,Thomasville,5,Southeast,2,50,2137.74,6384.21,7865.06,17112.0,8065.94
GA,Tifton,5,Southeast,1,36,3218.0,3195.0,10101.0,13103.0,6061.0
GA,Toccoa Falls,5,Southeast,1,28,820.0,23250.0,23250.0,35666.0,20133.0
GA,Tucker,5,Southeast,1,2,71.0,,,,19813.0
GA,Valdosta,5,Southeast,2,93,4772.76,4584.09,11232.91,15479.16,6171.45
GA,Vidalia,5,Southeast,1,33,1091.0,3172.0,5572.0,15292.0,6072.0
GA,Waco,5,Southeast,1,45,4811.0,3122.0,5522.0,10012.0,2050.0
GA,Waleska,5,Southeast,1,31,1012.0,28420.0,28420.0,45689.0,27769.0
GA,Warner Robins,5,Southeast,1,63,5602.0,3180.0,5580.0,11885.0,4750.0
GA,Waycross,5,Southeast,1,48,1688.0,3040.0,5440.0,9670.0,124.0
GA,West Point,5,Southeast,1,27,2617.0,22300.0,22300.0,34418.0,20752.0
GA,Young Harris,5,Southeast,1,27,810.0,32305.0,32305.0,45389.0,11008.0
GU,Mangilao,9,Outlying Areas,3,70,1865.89,5046.96,8297.24,13104.07,7240.66
HI,Hilo,8,Far West,2,67,1969.66,6134.91,16219.42,18799.65,10337.85
HI,Honolulu,8,Far West,10,156,8072.92,17502.2,28959.09,30154.48,17958.83
HI,Kahului,8,Far West,2,28,1561.93,3284.0,8420.0,16225.0,9340.4
HI,Kailua Kona,8,Far West,1,1,12.0,,,,112070.0
HI,Kaneohe,8,Far West,1,7,1109.0,3194.0,8330.0,14492.0,7533.0
HI,Kapolei,8,Far West,2,23,1070.61,7584.0,20544.0,18190.0,10666.0
HI,Laie,8,Far West,1,45,2812.0,6438.0,6438.0,22970.0,13884.0
HI,Lihue,8,Far West,1,20,726.0,3252.0,8388.0,13608.0,5724.0
HI,Pearl City,8,Far West,1,20,3382.0,3214.0,8350.0,13842.0,7636.0
IA,Ames,4,Plains,2,141,24804.2,10497.0,27683.0,23309.0,18168.25
IA,Anamosa,4,Plains,1,1,19.0,,,,13205.0
IA,Ankeny,4,Plains,2,71,8913.19,7629.67,12354.05,17849.29,12056.96
IA,Calmar,4,Plains,1,45,1736.0,6600.0,7470.0,16720.0,10059.0
IA,Cedar Falls,4,Plains,3,85,7407.34,9728.0,21272.0,21627.0,14674.24
IA,Cedar Rapids,4,Plains,5,108,4076.65,26118.21,27057.81,37083.44,15921.85
IA,Council Bluffs,4,Plains,2,41,2980.95,6780.0,6930.0,18102.0,11577.08
IA,Creston,4,Plains,1,23,774.0,7024.0,7248.0,16399.0,9775.0
IA,Davenport,4,Plains,7,96,2431.17,20412.0,21181.03,32549.2,16624.72
IA,Decorah,4,Plains,1,43,1454.0,50320.0,50320.0,62845.0,25635.0
IA,Des Moines,4,Plains,5,88,1998.93,40691.96,40691.96,53344.58,25797.32
IA,Dubuque,4,Plains,6,73,937.96,36159.25,36159.25,47378.91,19907.78
IA,Epworth,4,Plains,1,5,61.0,15000.0,15000.0,,
IA,Estherville,4,Plains,1,41,995.0,7196.0,7644.0,17834.0,10846.0
IA,Fairfield,4,Plains,1,28,774.0,16530.0,16530.0,28730.0,18225.0
IA,Fayette,4,Plains,1,45,2021.0,19000.0,19000.0,48422.0,23172.0
IA,Forest City,4,Plains,1,25,2103.0,25220.0,25220.0,38035.0,21683.0
IA,Fort Dodge,4,Plains,2,63,3029.82,5376.0,7668.0,15405.0,9792.88
IA,Grinnell,4,Plains,1,31,1705.0,64862.0,64862.0,79228.0,15608.0
IA,Indianola,4,Plains,1,48,1130.0,46212.0,46212.0,58937.0,22231.0
IA,Iowa City,4,Plains,2,133,21562.12,10964.0,32927.0,26883.0,21381.58
IA,Iowa Falls,4,Plains,1,27,540.0,5304.0,6312.0,17157.0,10915.0
IA,Johnston,4,Plains,1,2,113.0,,,,17456.0
IA,Lamoni,4,Plains,1,44,901.0,33220.0,33220.0,46850.0,15975.0
IA,Marshalltown,4,Plains,1,33,868.0,5304.0,5808.0,13993.0,7144.0
IA,Mason City,4,Plains,2,32,1202.23,6436.0,9245.0,15161.0,8863.09
IA,Mount Vernon,4,Plains,1,44,1074.0,50634.0,50634.0,64336.0,25079.0
IA,Mt. Pleasant,4,Plains,1,1,27.0,,,,11892.0
IA,Orange City,4,Plains,1,45,1125.0,35300.0,35300.0,48447.0,23519.0
IA,Oskaloosa,4,Plains,1,40,1391.0,28750.0,28750.0,40749.0,22115.0
IA,Ottumwa,4,Plains,1,58,1635.0,4872.0,6120.0,14774.0,7492.0
IA,Pella,4,Plains,1,40,1062.0,20988.0,20988.0,35177.0,22353.0
IA,Sheldon,4,Plains,1,24,856.0,7110.0,7410.0,17914.0,12357.0
IA,Sioux Center,4,Plains,1,90,1547.0,35960.0,35960.0,49722.0,25383.0
IA,Sioux City,4,Plains,5,106,1500.12,24239.62,24294.34,35777.0,16899.95
IA,Spirit Lake,4,Plains,1,1,16.0,,,,5498.0
IA,Storm Lake,4,Plains,1,56,1378.0,40190.0,40190.0,52490.0,18321.0
IA,Urbandale,4,Plains,1,1,36.0,,,,48265.0
IA,Waterloo,4,Plains,2,48,1980.17,9751.38,9970.74,15065.0,10298.0
IA,Waverly,4,Plains,1,40,1446.0,51040.0,51040.0,61832.0,22604.0
IA,West Burlington,4,Plains,1,33,1529.0,6300.0,6450.0,16582.0,12812.0
IA,West Des Moines,4,Plains,2,9,179.0,,,,15155.0
ID,Blackfoot,7,Rocky Mountains,1,1,16.0,,,,9027.0
ID,Boise,7,Rocky Mountains,8,112,14809.84,9063.61,25869.93,25288.46,19146.45
ID,Burley,7,Rocky Mountains,1,1,38.0,,,,21170.0
ID,Caldwell,7,Rocky Mountains,1,35,1049.0,36030.0,36030.0,48451.0,20566.0
ID,Chubbuck,7,Rocky Mountains,1,1,69.0,,,,22214.0
ID,Coeur d'Alene,7,Rocky Mountains,1,82,2488.0,3396.0,8736.0,16699.0,11481.0
ID,Idaho Falls,7,Rocky Mountains,3,22,1234.92,5085.0,8071.67,15778.56,11337.46
ID,Lewiston,7,Rocky Mountains,2,67,2239.22,7388.0,21386.0,18646.0,12835.47
ID,Moscow,7,Rocky Mountains,2,116,7178.04,8995.58,29416.59,22669.0,13782.0
ID,Nampa,7,Rocky Mountains,4,94,3737.82,19324.6,21554.21,29146.5,15656.99
ID,Pocatello,7,Rocky Mountains,1,123,7260.0,8356.0,27466.0,21084.0,17324.0
ID,Rexburg,7,Rocky Mountains,4,78,40843.49,4656.0,4656.0,13357.0,7261.99
ID,TWIN FALLS,7,Rocky Mountains,1,1,62.0,,,,21245.0
ID,Twin Falls,7,Rocky Mountains,2,80,3446.06,3360.0,6840.0,12115.0,7161.12
IL,Addison,3,Great Lakes,1,5,12188.0,20604.0,20604.0,36346.0,26933.0
IL,Alton,3,Great Lakes,1,6,63.0,,,,
IL,Aurora,3,Great Lakes,1,55,4021.0,28220.0,28220.0,39232.0,18992.0
IL,Belleville,3,Great Lakes,1,46,5280.0,3870.0,6210.0,12596.0,7210.0
IL,Bloomingdale,3,Great Lakes,1,1,113.0,,,,12141.0
IL,Bloomington,3,Great Lakes,2,46,1537.54,55704.0,55704.0,68399.0,29084.35
IL,Bourbonnais,3,Great Lakes,1,68,2485.0,37940.0,37940.0,50557.0,21539.0
IL,Bridgeview,3,Great Lakes,1,1,438.0,,,,18154.0
IL,Calumet City,3,Great Lakes,2,1,61.5,,,,17567.0
IL,Canton,3,Great Lakes,2,23,669.47,5845.97,12153.47,13327.59,7831.25
IL,Carbondale,3,Great Lakes,1,109,8116.0,13244.0,13244.0,29268.0,16177.0
IL,Carlinville,3,Great Lakes,1,41,341.0,26758.0,26758.0,36962.0,21814.0
IL,Carterville,3,Great Lakes,1,50,2018.0,4630.0,7540.0,12682.0,7599.0
IL,Centralia,3,Great Lakes,1,55,1842.0,4800.0,12570.0,12038.0,6839.0
IL,Champaign,3,Great Lakes,2,176,27167.25,13214.94,29447.61,27821.18,13551.84
IL,Charleston,3,Great Lakes,1,71,4398.0,13403.0,15879.0,26164.0,14093.0
IL,Chicago,3,Great Lakes,59,243,7461.74,31835.08,35365.36,45868.31,18889.44
IL,Chicago Heights,3,Great Lakes,1,65,2448.0,4176.0,11064.0,13813.0,5280.0
IL,Cicero,3,Great Lakes,2,25,2451.44,4884.0,11028.0,12170.0,6786.61
IL,Crystal Lake,3,Great Lakes,3,44,4090.44,4012.0,14885.0,12971.0,8755.8
IL,Danville,3,Great Lakes,2,36,1334.42,5300.0,9200.0,10398.0,2943.0
IL,Decatur,3,Great Lakes,3,87,1424.64,15659.61,30272.92,26242.91,7205.45
IL,Deerfield,3,Great Lakes,1,37,140.0,12320.0,12320.0,47751.0,21386.0
IL,Dekalb,3,Great Lakes,2,73,11195.75,12700.0,12700.0,27214.0,12875.83
IL,Des Plaines,3,Great Lakes,1,54,6229.0,3985.0,12462.0,11344.0,6188.0
IL,Dixon,3,Great Lakes,1,31,1164.0,5190.0,12840.0,14253.0,8388.0
IL,Downers Grove,3,Great Lakes,3,14,116.0,,,,19111.67
IL,East Peoria,3,Great Lakes,2,52,4849.22,4650.0,11700.0,17251.0,11481.84
IL,Edwardsville,3,Great Lakes,1,62,8836.0,12922.0,12922.0,25302.0,13696.0
IL,Elgin,3,Great Lakes,3,84,4055.92,14796.62,18478.35,24128.0,13868.76
IL,Elmhurst,3,Great Lakes,1,61,2954.0,41628.0,41628.0,51829.0,21063.0
IL,Elsah,3,Great Lakes,1,32,337.0,33280.0,33280.0,,
IL,Eureka,3,Great Lakes,1,30,522.0,28400.0,28400.0,38518.0,22048.0
IL,Evanston,3,Great Lakes,4,148,8933.22,65997.0,65997.0,87804.0,27143.0
IL,Fairfield,3,Great Lakes,1,21,292.0,4390.0,12340.0,16961.0,10611.0
IL,Freeport,3,Great Lakes,1,34,926.0,4696.0,7120.0,12397.0,5359.0
IL,Galesburg,3,Great Lakes,2,61,1060.5,30443.5,32198.5,38295.5,12955.5
IL,Glen Ellyn,3,Great Lakes,1,67,15185.0,4320.0,12510.0,13314.0,6182.0
IL,Glendale Heights,3,Great Lakes,1,1,148.0,,,,16274.0
IL,Godfrey,3,Great Lakes,1,47,2252.0,3552.0,12552.0,9167.0,4281.0
IL,Grayslake,3,Great Lakes,1,62,9282.0,4494.0,14036.0,10969.0,6212.0
IL,Greenville,3,Great Lakes,1,41,873.0,30598.0,30598.0,43713.0,21270.0
IL,Gurnee,3,Great Lakes,1,3,140.0,,,,18724.0
IL,Harrisburg,3,Great Lakes,1,26,659.0,4320.0,6540.0,12139.0,5571.0
IL,Hillside,3,Great Lakes,1,1,57.0,,,,9152.0
IL,Hoffman Estates,3,Great Lakes,1,2,195.0,,,,
IL,Ina,3,Great Lakes,1,40,1196.0,4500.0,7800.0,14638.0,7309.0
IL,Jacksonville,3,Great Lakes,1,46,925.0,37470.0,37470.0,47337.0,17945.0
IL,Joliet,3,Great Lakes,4,91,5309.17,19324.02,24370.41,25985.32,10642.94
IL,Kankakee,3,Great Lakes,1,50,1904.0,5070.0,25680.0,12209.0,5190.0
IL,Lake Forest,3,Great Lakes,2,35,1782.0,54202.0,54202.0,68191.0,27499.0
IL,Lebanon,3,Great Lakes,1,49,1600.0,34070.0,34070.0,47121.0,24190.0
IL,Libertyville,3,Great Lakes,1,1,193.0,,,,18273.0
IL,Lincoln,3,Great Lakes,1,19,44.0,15400.0,15400.0,28671.0,17610.0
IL,Lisle,3,Great Lakes,4,82,9682.02,28731.44,28731.44,43726.71,25945.59
IL,Lombard,3,Great Lakes,2,7,25.64,,,,17337.0
IL,Macomb,3,Great Lakes,1,83,4939.0,14952.0,14952.0,27828.0,11592.0
IL,Malta,3,Great Lakes,1,35,1794.0,4980.0,13800.0,14504.0,6480.0
IL,Matteson,3,Great Lakes,1,1,90.0,,,,
IL,Mattoon,3,Great Lakes,1,55,2492.0,4280.0,13906.0,10023.0,3271.0
IL,Melrose Park,3,Great Lakes,1,4,1345.0,,,,24334.0
IL,Moline,3,Great Lakes,1,42,2266.0,4920.0,8100.0,11809.0,6718.0
IL,Monmouth,3,Great Lakes,1,37,725.0,43520.0,43520.0,55529.0,18034.0
IL,Morrison,3,Great Lakes,1,2,54.0,19900.0,19900.0,30350.0,24326.0
IL,Mount Carmel,3,Great Lakes,1,26,526.0,4390.0,12340.0,16639.0,8134.0
IL,Mundelein,3,Great Lakes,1,3,,,,,
IL,Naperville,3,Great Lakes,1,57,2360.0,44394.0,44394.0,54803.0,23033.0
IL,New Lenox,3,Great Lakes,1,1,84.0,,,,18116.0
IL,Niles,3,Great Lakes,2,1,34.5,,,,9522.0
IL,Normal,3,Great Lakes,4,100,14589.7,13512.03,25076.95,28385.12,17189.21
IL,North Chicago,3,Great Lakes,1,21,,,,,
IL,Oak Brook,3,Great Lakes,1,1,257.0,,,,
IL,Oak Forest,3,Great Lakes,2,1,103.5,,,,13751.5
IL,Oak Lawn,3,Great Lakes,2,16,433.84,18475.0,18475.0,30552.0,24207.96
IL,Oakbrook,3,Great Lakes,1,1,436.0,,,,26480.0
IL,Oglesby,3,Great Lakes,1,36,1851.0,4060.0,14981.0,11563.0,3957.0
IL,Olney,3,Great Lakes,1,40,549.0,4390.0,12340.0,17518.0,9968.0
IL,Oswego,3,Great Lakes,1,1,121.0,,,,19759.0
IL,PERU,3,Great Lakes,1,1,60.0,,,,11384.0
IL,Palatine,3,Great Lakes,1,55,8815.0,3822.0,11802.0,12833.0,6186.0
IL,Palos Heights,3,Great Lakes,1,46,796.0,20325.0,20325.0,47066.0,16381.0
IL,Palos Hills,3,Great Lakes,2,64,7332.67,3822.0,9846.0,11921.0,1970.61
IL,Peoria,3,Great Lakes,4,89,3319.49,37328.0,37328.0,49859.46,22610.97
IL,Prospect Heights,3,Great Lakes,1,3,92.0,,,,
IL,Quincy,3,Great Lakes,4,69,1125.26,19894.73,21635.38,28351.58,11703.51
IL,Red Bud,3,Great Lakes,1,1,48.0,,,,21769.0
IL,Richton Park,3,Great Lakes,1,1,26.0,,,,11785.0
IL,River Forest,3,Great Lakes,2,89,1751.56,36961.95,36961.95,44323.9,16036.76
IL,River Grove,3,Great Lakes,1,46,6229.0,4920.0,14880.0,11608.0,4427.0
IL,Robinson,3,Great Lakes,1,23,360.0,4390.0,12340.0,17091.0,8719.0
IL,Rock Island,3,Great Lakes,2,52,2128.3,49834.0,49834.0,60798.0,12437.0
IL,Rockford,3,Great Lakes,7,89,2199.79,16611.7,22657.32,26445.78,15643.83
IL,Romeoville,3,Great Lakes,1,66,3665.0,37882.0,37882.0,45843.0,18370.0
IL,Schaumburg,3,Great Lakes,1,1,494.0,,,,21142.0
IL,Skokie,3,Great Lakes,4,15,68.24,14275.38,14275.38,21015.69,11283.29
IL,South Holland,3,Great Lakes,1,42,2012.0,5093.0,12683.0,10713.0,2919.0
IL,Springfield,3,Great Lakes,6,82,2727.41,8114.53,16198.13,17759.4,9106.37
IL,Sterling,3,Great Lakes,1,1,57.0,,,,13521.0
IL,Stone Park,3,Great Lakes,1,1,118.0,,,,16869.0
IL,Sugar Grove,3,Great Lakes,1,51,5499.0,3432.0,12330.0,14661.0,6113.0
IL,Sycamore,3,Great Lakes,1,1,65.0,,,,21085.0
IL,Tinley Park,3,Great Lakes,2,7,241.8,17190.0,17190.0,21635.0,13775.2
IL,Ullin,3,Great Lakes,1,27,675.0,4650.0,7500.0,13113.0,4542.0
IL,University Park,3,Great Lakes,1,45,2518.0,11320.0,11320.0,23076.0,9477.0
IL,Urbana,3,Great Lakes,1,1,171.0,,,,15024.0
IL,Vernon Hills,3,Great Lakes,1,1,57.0,,,,15388.0
IL,Villa Park,3,Great Lakes,1,1,43.0,,,,7439.0
IL,Waterloo,3,Great Lakes,1,1,21.0,,,,11637.0
IL,Wheaton,3,Great Lakes,1,42,2087.0,43930.0,43930.0,56447.0,26984.0
IL,Wheeling,3,Great Lakes,1,2,187.0,24800.0,24800.0,30150.0,23925.0
IL,Willowbrook,3,Great Lakes,1,2,363.0,,,,27351.0
IN,Anderson,3,Great Lakes,2,65,1057.91,35640.0,35640.0,49098.0,22066.82
IN,Angola,3,Great Lakes,2,43,1653.67,26925.33,26925.33,40661.33,24378.67
IN,Bloomington,3,Great Lakes,2,113,36435.51,11790.0,40482.0,27361.0,15344.72
IN,Carmel,3,Great Lakes,2,2,191.33,,,,23187.0
IN,Clarksville,3,Great Lakes,1,1,222.0,,,,20299.0
IN,Crawfordsville,3,Great Lakes,1,25,845.0,49125.0,49125.0,62750.0,21906.0
IN,Elkhart,3,Great Lakes,1,2,,,,,
IN,Evansville,3,Great Lakes,5,91,3066.8,28708.36,34046.88,40907.49,16984.47
IN,Fort Wayne,3,Great Lakes,8,117,3393.02,19672.13,25834.18,30820.69,16320.48
IN,Franklin,3,Great Lakes,1,42,872.0,37350.0,37350.0,50708.0,22762.0
IN,Gary,3,Great Lakes,2,43,2546.69,8179.0,22043.0,13371.0,6165.12
IN,Goshen,3,Great Lakes,1,45,761.0,37760.0,37760.0,47206.0,15725.0
IN,Granger,3,Great Lakes,1,3,115.0,,,,22381.0
IN,Greencastle,3,Great Lakes,1,43,1804.0,57070.0,57070.0,72560.0,24546.0
IN,Hammond,3,Great Lakes,2,64,5727.8,8419.0,15620.0,16287.0,8537.1
IN,Hanover,3,Great Lakes,1,37,958.0,42894.0,42894.0,55798.0,21826.0
IN,Highland,3,Great Lakes,1,1,317.0,,,,19194.0
IN,Huntington,3,Great Lakes,1,57,1016.0,29982.0,29982.0,40088.0,13710.0
IN,Indianapolis,3,Great Lakes,19,224,16955.24,19756.8,29390.44,32071.72,16383.96
IN,Jeffersonville,3,Great Lakes,3,6,221.12,19800.0,19800.0,30379.0,21221.12
IN,Knox,3,Great Lakes,1,1,45.0,,,,9019.0
IN,Kokomo,3,Great Lakes,3,39,2132.48,8179.0,22043.0,13351.0,7478.75
IN,Lafayette,3,Great Lakes,4,5,80.17,20064.0,20064.0,34606.0,21129.67
IN,Lawrenceburg,3,Great Lakes,1,4,114.0,8992.0,8992.0,18643.0,13539.0
IN,Marion,3,Great Lakes,2,79,3429.94,22279.73,22279.73,34882.93,20628.52
IN,Merrillville,3,Great Lakes,2,2,142.0,,,,15139.0
IN,Mishawaka,3,Great Lakes,1,44,1069.0,33320.0,33320.0,42276.0,19726.0
IN,Muncie,3,Great Lakes,2,123,13598.55,10758.0,28766.0,25134.0,15963.36
IN,New Albany,3,Great Lakes,1,56,3088.0,8179.0,22043.0,15313.0,8257.0
IN,North Manchester,3,Great Lakes,1,47,895.0,37090.0,37090.0,48321.0,19268.0
IN,Notre Dame,3,Great Lakes,3,87,6922.0,58869.3,58869.3,75491.42,27894.28
IN,Oakland City,3,Great Lakes,1,32,470.0,27150.0,27150.0,39307.0,12820.0
IN,Richmond,3,Great Lakes,4,64,1552.76,29060.35,36293.74,39464.3,16476.96
IN,Saint Mary of the Woods,3,Great Lakes,1,37,896.0,33490.0,33490.0,47143.0,43465.0
IN,Schererville,3,Great Lakes,1,1,30.0,,,,16132.0
IN,South Bend,3,Great Lakes,2,60,3340.33,9683.42,21708.32,17183.71,10345.84
IN,Speedway,3,Great Lakes,1,1,209.0,,,,17267.0
IN,St. Meinrad,3,Great Lakes,1,6,,,,,
IN,Terre Haute,3,Great Lakes,3,100,5861.25,17732.02,27527.16,31889.67,16932.82
IN,Upland,3,Great Lakes,1,59,1890.0,39104.0,39104.0,51879.0,24327.0
IN,Valparaiso,3,Great Lakes,2,89,2182.85,45764.51,45764.51,57070.22,22030.23
IN,Vincennes,3,Great Lakes,2,80,3706.78,6886.0,16289.0,19446.0,10210.82
IN,West Lafayette,3,Great Lakes,2,168,37476.96,10023.33,24977.61,21352.76,13499.45
IN,Westfield,3,Great Lakes,1,8,155.0,6230.0,6230.0,15351.0,7187.0
IN,Whiting,3,Great Lakes,1,20,560.0,22650.0,22650.0,31758.0,20739.0
IN,Winona Lake,3,Great Lakes,1,60,1511.0,30034.0,30034.0,40539.0,18406.0
KS,Arkansas City,4,Plains,1,24,1548.0,4350.0,6150.0,12773.0,6752.0
KS,Atchison,4,Plains,1,52,2236.0,34800.0,34800.0,50820.0,27477.0
KS,Baldwin City,4,Plains,1,45,1080.0,33900.0,33900.0,48117.0,22500.0
KS,Beloit,4,Plains,1,23,472.0,7208.0,7208.0,22287.0,17460.0
KS,Chanute,4,Plains,1,23,848.0,5644.0,5644.0,16555.0,10179.0
KS,Coffeyville,4,Plains,1,17,870.0,3040.0,4608.0,11727.0,5481.0
KS,Colby,4,Plains,1,23,837.0,4046.0,5736.0,12705.0,8021.0
KS,Concordia,4,Plains,1,17,807.0,3180.0,4140.0,16432.0,11477.0
KS,Dodge City,4,Plains,1,55,1200.0,4650.0,5850.0,10039.0,6147.0
KS,El Dorado,4,Plains,1,68,5694.0,3556.0,6256.0,20278.0,16051.0
KS,Emporia,4,Plains,2,72,1603.92,6933.29,12216.97,20749.29,15640.42
KS,Fort Scott,4,Plains,1,24,763.0,3240.0,3690.0,10838.0,665.0
KS,Garden City,4,Plains,1,32,1321.0,3570.0,4200.0,14588.0,8681.0
KS,Goodland,4,Plains,1,20,314.0,,,,12222.0
KS,Great Bend,4,Plains,1,69,2273.0,3616.0,4832.0,17048.0,11865.0
KS,Haviland,4,Plains,1,11,161.0,26590.0,26590.0,40190.0,28827.0
KS,Hays,4,Plains,2,57,9668.99,5633.0,16811.0,19114.0,13508.84
KS,Hesston,4,Plains,1,6,308.0,31368.0,31368.0,44939.0,21458.0
KS,Highland,4,Plains,1,35,1262.0,4116.0,4116.0,15854.0,10388.0
KS,Hillsboro,4,Plains,1,42,530.0,35050.0,35050.0,48360.0,19868.0
KS,Hutchinson,4,Plains,1,38,2911.0,3420.0,4650.0,12881.0,5300.0
KS,Independence,4,Plains,1,39,518.0,4260.0,4650.0,12041.0,6262.0
KS,Iola,4,Plains,1,25,761.0,3920.0,4480.0,13072.0,5899.0
KS,Kansas City,4,Plains,2,37,2640.26,4286.84,7293.16,18747.42,15218.68
KS,Lawrence,4,Plains,3,127,18800.56,11154.1,27995.02,24473.31,16662.07
KS,Leavenworth,4,Plains,1,42,889.0,33890.0,33890.0,45313.0,23335.0
KS,Leawood,4,Plains,1,1,,,,,
KS,Liberal,4,Plains,1,28,1140.0,3744.0,5056.0,12662.0,6742.0
KS,Lindsborg,4,Plains,1,37,583.0,31946.0,31946.0,52396.0,29203.0
KS,Manhattan,4,Plains,4,153,13251.64,10958.94,26085.63,25012.99,17520.63
