state,city,region_id,region_name,school_count,program_count,avg_student_size,avg_in_state_tuition,avg_out_of_state_tuition,avg_cost_of_attendance,avg_net_price
KS,McPherson,4,Plains,2,56,587.52,27991.37,27991.37,40348.81,18576.75
KS,North Newton,4,Plains,1,22,499.0,34002.0,34002.0,47672.0,24392.0
KS,Olathe,4,Plains,1,50,977.0,36120.0,36120.0,53495.0,29520.0
KS,Ottawa,4,Plains,1,40,935.0,35300.0,35300.0,51340.0,28083.0
KS,Overland Park,4,Plains,8,83,4772.6,4897.82,7240.41,21545.79,16218.43
KS,Parsons,4,Plains,1,14,766.0,3968.0,4768.0,13629.0,7795.0
KS,Pittsburg,4,Plains,1,57,4162.0,8008.0,19692.0,22426.0,18889.0
KS,Pratt,4,Plains,1,33,600.0,4064.0,4712.0,15333.0,8244.0
KS,Salina,4,Plains,3,60,668.93,22890.0,22890.0,32585.0,16788.83
KS,Sterling,4,Plains,1,42,569.0,32200.0,32200.0,44836.0,22403.0
KS,Topeka,4,Plains,4,92,2640.95,11050.61,17787.76,21613.14,14443.74
KS,Wichita,4,Plains,10,137,6004.76,16982.99,22332.62,28029.38,16033.59
KS,Winfield,4,Plains,1,52,1026.0,38480.0,38480.0,53677.0,27310.0
KY,Ashland,5,Southeast,1,32,1566.0,4656.0,6192.0,13571.0,4907.0
KY,Barbourville,5,Southeast,1,36,736.0,30946.0,30946.0,44375.0,23906.0
KY,Belfry,5,Southeast,1,1,43.0,,,,13366.0
KY,Berea,5,Southeast,1,37,1472.0,49326.0,49326.0,56068.0,4483.0
KY,Bowling Green,5,Southeast,6,140,10780.59,10510.22,24158.75,22184.31,10120.67
KY,Campbellsville,5,Southeast,1,60,2641.0,26990.0,26990.0,40924.0,18246.0
KY,Columbia,5,Southeast,1,34,1649.0,27274.0,27274.0,39568.0,13811.0
KY,Crestview Hills,5,Southeast,1,42,1305.0,38400.0,38400.0,46342.0,20701.0
KY,Cumberland,5,Southeast,1,35,1680.0,4656.0,6192.0,12431.0,3537.0
KY,Danville,5,Southeast,1,26,1346.0,50550.0,50550.0,63354.0,21497.0
KY,Elizabethtown,5,Southeast,2,35,3710.41,4656.0,6192.0,13502.0,5790.32
KY,Erlanger,5,Southeast,1,4,67.0,,,,22211.0
KY,Florence,5,Southeast,3,42,2061.82,7535.67,8559.67,20121.0,13143.38
KY,Frankfort,5,Southeast,1,32,1317.0,9214.0,13260.0,21023.0,8900.0
KY,Georgetown,5,Southeast,1,42,1180.0,42010.0,42010.0,56297.0,13485.0
KY,Glasgow,5,Southeast,1,1,43.0,,,,19420.0
KY,Grayson,5,Southeast,1,16,438.0,25000.0,25000.0,38893.0,22139.0
KY,Hazard,5,Southeast,2,34,1383.58,4889.42,6393.42,12642.75,3768.35
KY,Henderson,5,Southeast,1,18,876.0,4656.0,6192.0,13433.0,5063.0
KY,Highland Heights,5,Southeast,1,76,8065.0,10896.0,21480.0,19471.0,7168.0
KY,Hopkinsville,5,Southeast,2,30,1408.44,4656.0,6192.0,12810.0,5050.56
KY,Jackson,5,Southeast,1,9,72.0,10060.0,10060.0,16490.0,9904.0
KY,Lexington,5,Southeast,8,188,18177.58,14243.42,29598.92,31086.15,15814.33
KY,Louisville,5,Southeast,16,161,6861.28,17979.12,24380.59,33817.22,19603.49
KY,Madisonville,5,Southeast,1,32,1797.0,4656.0,6192.0,13413.0,5782.0
KY,Maysville,5,Southeast,1,31,2207.0,4656.0,6192.0,13015.0,5577.0
KY,Midway,5,Southeast,1,23,1250.0,26080.0,26080.0,41400.0,23863.0
KY,Morehead,5,Southeast,1,61,4689.0,9838.0,14706.0,22758.0,10089.0
KY,Murray,5,Southeast,1,79,6646.0,9708.0,19452.0,21475.0,9121.0
KY,Newport,5,Southeast,2,8,71.46,10970.0,10970.0,20798.0,13877.15
KY,Owensboro,5,Southeast,4,70,1402.59,20446.4,21079.56,30205.61,15268.3
KY,Paducah,5,Southeast,1,37,2810.0,4656.0,6192.0,13457.0,5023.0
KY,Paintsville,5,Southeast,1,1,19.0,,,,
KY,Pikeville,5,Southeast,2,38,778.74,19127.28,19127.28,28604.78,14640.67
KY,Pineville,5,Southeast,1,1,132.0,10120.0,10120.0,20151.0,10255.0
KY,Pippa Passes,5,Southeast,1,16,528.0,14080.0,14080.0,30294.0,17839.0
KY,Prestonsburg,5,Southeast,1,48,1590.0,4656.0,6192.0,13046.0,4530.0
KY,Richmond,5,Southeast,3,90,11143.24,10130.0,20820.0,22265.0,10630.28
KY,Somerset,5,Southeast,1,30,3899.0,4656.0,6192.0,12464.0,3913.0
KY,Versailles,5,Southeast,1,1,,,,,
KY,Whitesburg,5,Southeast,1,1,25.0,,,,9944.0
KY,Williamsburg,5,Southeast,1,44,5468.0,9875.0,9875.0,24654.0,11286.0
KY,Wilmore,5,Southeast,2,55,1369.0,33640.0,33640.0,46209.0,20428.0
LA,Alexandria,5,Southeast,4,45,2376.28,5658.02,9673.11,13854.15,9728.66
LA,Baton Rouge,5,Southeast,18,162,16993.85,11281.62,22583.84,30409.12,19068.48
LA,Bossier City,5,Southeast,2,43,4956.32,4283.0,4283.0,15872.0,10325.91
LA,Chalmette,5,Southeast,1,20,1495.0,4255.0,4255.0,17309.0,10017.0
LA,Covington,5,Southeast,2,6,834.43,,,,23176.71
LA,Denham Springs,5,Southeast,1,1,72.0,,,,10597.0
LA,Eunice,5,Southeast,2,17,2509.25,4730.0,10094.0,16541.0,10076.42
LA,Gonzales,5,Southeast,1,16,1828.0,4079.0,4079.0,15274.0,9774.0
LA,Grambling,5,Southeast,1,47,4144.0,7683.0,16706.0,25100.0,19125.0
LA,Gretna,5,Southeast,1,1,84.0,,,,12990.0
LA,Hammond,5,Southeast,2,50,8873.25,8373.0,20851.0,22647.0,12189.82
LA,Houma,5,Southeast,4,8,101.17,,,,16009.67
LA,Jefferson,5,Southeast,1,1,516.0,19686.0,19686.0,41617.0,36972.0
LA,Kenner,5,Southeast,2,8,119.56,,,,19341.44
LA,Lacombe,5,Southeast,1,21,2156.0,4203.0,4203.0,15772.0,9942.0
LA,Lafayette,5,Southeast,10,99,7875.62,10008.02,18729.34,23368.11,15216.93
LA,Lake Charles,5,Southeast,4,63,4036.81,6805.09,7713.35,19287.83,10383.78
LA,Metairie,5,Southeast,3,18,450.17,13420.0,13420.0,26702.0,21694.72
LA,Minden,5,Southeast,1,16,837.0,4109.0,4109.0,17202.0,9847.0
LA,Monroe,5,Southeast,7,74,3871.97,7461.79,15405.31,20250.51,10984.34
LA,Natchitoches,5,Southeast,1,49,5840.0,8864.0,19652.0,24496.0,13809.0
LA,New Iberia,5,Southeast,1,1,23.0,,,,16344.0
LA,New Orleans,5,Southeast,15,196,4973.55,35203.52,36311.74,51921.47,26095.73
LA,Opelousas,5,Southeast,1,1,10.0,,,,16904.0
LA,Pineville,5,Southeast,2,50,737.18,19740.0,19740.0,30564.0,16802.16
LA,Ruston,5,Southeast,1,70,7819.0,10125.0,16866.0,24405.0,12209.0
LA,Schriever,5,Southeast,1,21,1999.0,4219.0,4219.0,16674.0,10689.0
LA,Shreveport,5,Southeast,12,78,1192.35,16707.12,22088.3,30618.19,15802.42
LA,Slidell,5,Southeast,1,4,135.0,,,,19835.0
LA,St. Benedict,5,Southeast,1,3,91.0,26770.0,26770.0,43395.0,39513.0
LA,Thibodaux,5,Southeast,1,40,4772.0,8173.0,9266.0,21519.0,12091.0
LA,West Monroe,5,Southeast,2,6,89.83,,,,21861.17
MA,Amherst,1,New England,3,149,18183.02,27903.73,44477.6,43742.09,23536.62
MA,Andover,1,New England,1,1,,,,,
MA,Bedford,1,New England,1,43,4658.0,6048.0,12120.0,10759.0,3694.0
MA,Beverly,1,New England,2,52,2877.63,39195.33,39195.33,57434.76,38962.28
MA,Billerica,1,New England,1,1,35.0,,,,20676.0
MA,Boston,1,New England,25,250,9030.58,42764.61,46308.17,60570.14,26622.86
MA,Bourne,1,New England,1,1,77.0,,,,23394.0
MA,Bridgewater,1,New England,1,46,7899.0,11389.0,17529.0,25164.0,17970.0
MA,Brighton,1,New England,1,4,14.0,,,,
MA,Brockton,1,New England,2,50,3639.88,5376.0,10320.0,13887.0,8008.73
MA,Brookline,1,New England,2,13,49.0,22490.0,22490.0,41282.0,14334.0
MA,Buzzards Bay,1,New England,1,11,1270.0,10816.0,23910.0,37721.0,26661.0
MA,Cambridge,1,New England,5,159,5918.64,55283.37,55283.37,76950.02,20355.16
MA,Canton,1,New England,1,1,38.0,,,,16405.0
MA,Charlton,1,New England,1,1,39.0,,,,32513.0
MA,Chestnut Hill,1,New England,1,70,9865.0,67680.0,67680.0,83683.0,39866.0
MA,Chicopee,1,New England,1,41,951.0,42061.0,42061.0,53145.0,21436.0
MA,Concord,1,New England,1,1,210.0,,,,32825.0
MA,Danvers,1,New England,1,45,4055.0,5352.0,10920.0,13204.0,7321.0
MA,Dudley,1,New England,1,20,1152.0,40375.0,40375.0,55871.0,31065.0
MA,Easton,1,New England,1,45,2477.0,54500.0,54500.0,68412.0,29969.0
MA,Fall River,1,New England,3,60,4934.22,5412.0,10356.0,11846.0,6757.19
MA,Fitchburg,1,New England,2,50,2788.74,11046.0,17126.0,24517.0,15690.18
MA,Framingham,1,New England,1,55,2556.0,11630.0,17710.0,26539.0,16698.0
MA,Franklin,1,New England,2,27,1091.86,44960.0,44960.0,62802.0,30034.33
MA,Gardner,1,New England,1,44,2554.0,6000.0,10920.0,14330.0,8651.0
MA,Great Barrington,1,New England,1,42,237.0,66594.0,66594.0,82465.0,36684.0
MA,Greenfield,1,New England,1,37,1232.0,5810.0,11930.0,13752.0,8081.0
MA,Haverhill,1,New England,2,49,3152.36,6201.45,11634.91,13284.03,5406.82
MA,Holyoke,1,New England,1,45,3164.0,5810.0,10754.0,13587.0,6860.0
MA,Longmeadow,1,New England,1,36,1186.0,37227.0,37227.0,47064.0,14590.0
MA,Lowell,1,New England,2,86,11567.71,16570.0,35396.0,29521.0,18616.22
MA,Lunenburg,1,New England,1,1,30.0,,,,26172.0
MA,Malden,1,New England,2,3,101.75,,,,19412.0
MA,Marlborough,1,New England,1,1,48.0,,,,36348.0
MA,Medford,1,New England,2,104,6702.32,67240.51,67240.51,84600.0,35435.0
MA,Milton,1,New England,2,32,1579.44,44076.12,44076.12,61556.0,29504.0
MA,Needham,1,New England,1,3,373.0,64458.0,64458.0,81486.0,20575.0
MA,New Bedford,1,New England,1,1,15.0,,,,25041.0
MA,Newton,1,New England,3,47,741.12,26000.0,26000.0,63387.0,24944.0
MA,North Adams,1,New England,2,28,644.62,11884.0,20559.0,27705.0,17413.18
MA,North Andover,1,New England,2,76,3968.98,51786.0,51786.0,68089.0,37432.39
MA,North Dartmouth,1,New England,1,63,5289.0,15208.0,31750.0,31677.0,20605.0
MA,Northampton,1,New England,2,50,2501.0,61568.0,61568.0,82134.0,26181.0
MA,Norton,1,New England,1,38,1744.0,62080.0,62080.0,76819.0,30934.0
MA,Norwood,1,New England,1,1,176.0,19325.0,19325.0,,
MA,Paxton,1,New England,1,40,948.0,43064.0,43064.0,61106.0,29396.0
MA,Pittsfield,1,New England,2,33,923.24,7600.57,12146.86,19915.24,11394.52
MA,Plymouth,1,New England,1,3,236.0,,,,19494.0
MA,Quincy,1,New England,3,65,1092.13,19866.53,19866.53,32645.67,16315.01
MA,Roxbury Crossing,1,New England,1,27,1583.0,5784.0,11088.0,15897.0,12544.0
MA,Salem,1,New England,1,69,4286.0,11978.0,18961.0,27615.0,18441.0
MA,Seekonk,1,New England,1,11,328.0,,,,17747.0
MA,South Easton,1,New England,1,9,140.0,,,,11768.0
MA,South Hadley,1,New England,1,43,2198.0,64142.0,64142.0,77545.0,29562.0
MA,South Hamilton,1,New England,1,6,,,,,
MA,Springfield,1,New England,5,124,2206.77,35880.3,37014.42,47890.05,23896.59
MA,Taunton,1,New England,1,1,21.0,,,,19252.0
MA,Tewksbury,1,New England,1,1,40.0,,,,36029.0
MA,Tyngsboro,1,New England,1,1,77.0,,,,22505.0
MA,Upton,1,New England,1,1,40.0,,,,
MA,Waltham,1,New England,2,81,3939.99,61934.14,61934.14,79888.92,36057.48
MA,Wellesley,1,New England,2,46,2378.48,62993.92,62993.92,82121.68,27226.88
MA,Wellesley Hills,1,New England,1,47,3156.0,5616.0,10560.0,13346.0,7388.0
MA,Wenham,1,New England,1,46,1247.0,28100.0,28100.0,41160.0,24817.0
MA,West Barnstable,1,New England,1,59,2223.0,5712.0,10656.0,14356.0,8403.0
MA,West Springfield,1,New England,1,1,28.0,,,,18701.0
MA,Westborough,1,New England,1,3,194.0,,,,18910.0
MA,Westfield,1,New England,1,37,3481.0,11882.0,17962.0,26435.0,18561.0
MA,Weston,1,New England,2,38,1061.0,47770.0,47770.0,64315.0,28346.0
MA,Williamstown,1,New England,1,31,2060.0,64860.0,64860.0,81164.0,14852.0
MA,Woburn,1,New England,1,1,163.0,,,,19272.0
MA,Worcester,1,New England,10,151,3774.9,41261.43,42904.52,53264.62,27407.08
MD,Adelphi,2,Mid East,1,56,48238.0,7992.0,12336.0,19790.0,14514.0
MD,Annapolis,0,Unknown,1,26,4465.0,,,,
MD,Annapolis,2,Mid East,2,2,434.6,39126.0,39126.0,52683.0,28403.8
MD,Arnold,2,Mid East,1,53,8570.0,4178.0,11330.0,20548.0,15929.0
MD,Baltimore,2,Mid East,20,225,5353.43,32076.67,38009.23,48052.43,17617.37
MD,Bel Air,2,Mid East,2,43,3499.13,3974.0,8630.0,14290.0,10036.64
MD,Bowie,2,Mid East,1,37,5207.0,8999.0,19889.0,24302.0,19335.0
MD,Chestertown,2,Mid East,1,29,890.0,54356.0,54356.0,70191.0,29095.0
MD,College Park,2,Mid East,1,149,30246.0,11505.0,40306.0,28073.0,15590.0
MD,Columbia,2,Mid East,2,53,6246.63,4080.0,8976.0,15645.0,12070.39
MD,Cumberland,2,Mid East,1,31,1743.0,4730.0,12050.0,16082.0,10107.0
MD,Emmitsburg,2,Mid East,1,46,1806.0,47240.0,47240.0,62078.0,24987.0
MD,Frederick,2,Mid East,3,89,2782.2,22816.33,26141.48,31635.33,12353.74
MD,Frostburg,2,Mid East,1,51,2849.0,9998.0,25180.0,26500.0,15323.0
MD,Glen Burnie,2,Mid East,1,1,73.0,,,,17129.0
MD,Hagerstown,2,Mid East,2,45,2738.82,4320.0,8190.0,11798.0,7889.87
MD,Hillcrest Heights,2,Mid East,1,1,230.0,,,,22667.0
MD,Hunt Valley,2,Mid East,1,1,176.0,15100.0,15100.0,27500.0,22028.0
MD,Jessup,2,Mid East,1,1,125.0,,,,18969.0
MD,La Plata,2,Mid East,1,46,4422.0,4200.0,9450.0,13570.0,9867.0
MD,Landover,2,Mid East,1,5,576.0,15537.0,15537.0,33666.0,26956.0
MD,Largo,2,Mid East,1,60,8049.0,3914.0,8642.0,16107.0,10857.0
MD,Laurel,2,Mid East,3,29,255.38,27318.0,27318.0,40900.0,24317.64
MD,Linthicum,2,Mid East,1,2,251.0,,,,28383.0
MD,McHenry,2,Mid East,1,17,424.0,4060.0,11368.0,11688.0,6396.0
MD,New Carrollton,2,Mid East,1,2,241.0,,,,20049.0
MD,North Bethesda,2,Mid East,1,1,643.0,,,,
MD,North East,2,Mid East,1,52,1369.0,5370.0,9960.0,15109.0,10097.0
MD,Owings Mills,2,Mid East,2,36,2964.04,39708.0,39708.0,57322.0,26581.13
MD,Princess Anne,2,Mid East,1,42,2165.0,8898.0,19728.0,27799.0,14035.0
MD,Rockville,2,Mid East,2,68,13387.19,5394.0,14250.0,14410.0,7240.0
MD,Salisbury,2,Mid East,3,65,4739.32,8453.76,17234.73,21718.95,13445.26
MD,Silver  Spring,2,Mid East,1,1,57.0,11100.0,11100.0,24800.0,2200.0
MD,Silver Spring,2,Mid East,1,1,68.0,,,,20589.0
MD,St. Mary's City,2,Mid East,1,26,1566.0,15236.0,31312.0,31319.0,18362.0
MD,Suitland,2,Mid East,1,15,1177.0,13920.0,13920.0,23838.0,18092.0
MD,Takoma Park,2,Mid East,1,51,522.0,25200.0,25200.0,34570.0,15026.0
MD,Towson,2,Mid East,2,79,14450.77,11306.0,28326.0,26621.0,17831.47
MD,Westminster,2,Mid East,2,72,1796.22,31102.22,33338.89,40826.11,13994.63
MD,Wye Mills,2,Mid East,1,27,1275.0,4010.0,8504.0,10090.0,4178.0
ME,Arundel,1,New England,1,5,43.0,27700.0,27700.0,31362.0,24342.0
ME,Auburn,1,New England,1,29,2828.0,3864.0,6744.0,15160.0,7489.0
ME,Augusta,1,New England,2,42,2717.32,8618.0,21548.0,18813.0,11470.6
ME,Bangor,1,New England,4,80,1871.11,15309.76,16358.35,27725.46,18727.57
ME,Bar Harbor,1,New England,1,2,358.0,46179.0,46179.0,56334.0,24028.0
ME,Biddeford,1,New England,1,45,2189.0,42550.0,42550.0,60706.0,37109.0
ME,Brunswick,1,New England,1,37,1846.0,64910.0,64910.0,80390.0,20786.0
ME,Calais,1,New England,1,28,397.0,3687.0,6567.0,13240.0,3994.0
ME,Castine,1,New England,1,15,888.0,14746.0,30226.0,30166.0,21185.0
ME,Fairfield,1,New England,1,33,1538.0,3562.0,6442.0,13978.0,6994.0
ME,Farmington,1,New England,1,34,1131.0,10989.0,23079.0,24103.0,14873.0
ME,Fort Kent,1,New England,1,25,638.0,9045.0,14325.0,18532.0,10865.0
ME,Lewiston,1,New England,2,36,1518.38,56454.77,56454.77,71208.92,29123.77
ME,New Gloucester,1,New England,1,21,5619.0,12640.0,12640.0,20915.0,18217.0
ME,Orono,1,New England,1,107,8341.0,12606.0,35346.0,26418.0,18045.0
ME,Portland,1,New England,3,89,4060.42,12388.82,27792.87,23098.88,12920.04
ME,Presque Isle,1,New England,2,44,935.86,6216.0,10193.14,16989.91,9152.91
ME,Rockport,1,New England,1,2,0.0,,,,
ME,Scarborough,1,New England,1,7,274.0,,,,35025.0
ME,South Portland,1,New England,1,37,5279.0,3797.0,6677.0,16400.0,11638.0
ME,Standish,1,New England,1,46,930.0,42834.0,42834.0,58452.0,24666.0
ME,Waterville,1,New England,2,59,1517.75,49481.64,49481.64,63430.07,21677.9
ME,Wells,1,New England,1,24,1055.0,3866.0,6746.0,14164.0,7025.0
ME,Westbrook,1,New England,1,3,261.0,,,,18283.0
MH,Majuro,9,Outlying Areas,1,14,1216.0,6840.0,7480.0,17852.0,11050.0
MI,Adrian,3,Great Lakes,2,129,1577.52,34481.96,34481.96,48103.88,19069.99
MI,Albion,3,Great Lakes,1,48,1347.0,55746.0,55746.0,68794.0,16882.0
MI,Allendale,3,Great Lakes,1,100,19073.0,14628.0,20820.0,26578.0,17096.0
MI,Alma,3,Great Lakes,1,49,1208.0,47430.0,47430.0,61380.0,24663.0
MI,Alpena,3,Great Lakes,1,57,715.0,5130.0,7800.0,11320.0,4067.0
MI,Ann Arbor,3,Great Lakes,4,190,24700.24,16810.19,45940.88,31578.34,14332.14
MI,Auburn Hills,3,Great Lakes,1,56,11772.0,3020.0,5560.0,11487.0,4568.0
MI,Battle Creek,3,Great Lakes,3,37,2636.98,3798.0,7902.0,11939.0,5683.58
MI,Bay City,3,Great Lakes,1,3,104.0,,,,4309.0
MI,Benton Harbor,3,Great Lakes,1,56,1811.0,5265.0,7500.0,17782.0,11209.0
MI,Berrien Springs,3,Great Lakes,1,84,1262.0,33710.0,33710.0,43670.0,18597.0
MI,Big Rapids,3,Great Lakes,1,92,8087.0,13630.0,13630.0,26066.0,12202.0
MI,Bloomfield Hills,3,Great Lakes,1,5,,,,,
MI,Brighton,3,Great Lakes,2,16,26.78,,,,20239.0
MI,Brimley,3,Great Lakes,1,20,531.0,3320.0,3320.0,11801.0,4282.0
MI,Cadillac,3,Great Lakes,1,1,48.0,,,,14850.0
MI,Canton,3,Great Lakes,3,12,1170.5,17252.0,17252.0,26607.0,22899.19
MI,Cedarville,3,Great Lakes,1,1,28.0,24717.0,24717.0,33453.0,26464.0
MI,Centreville,3,Great Lakes,1,27,577.0,4128.0,6576.0,14645.0,7930.0
MI,Davison,3,Great Lakes,1,3,39.0,,,,23187.0
MI,Dearborn,3,Great Lakes,2,138,7165.3,9704.95,20265.11,16754.34,6192.32
MI,Detroit,3,Great Lakes,11,182,10706.06,17428.88,27035.44,28356.33,14135.88
MI,Dowagiac,3,Great Lakes,1,41,1396.0,6026.0,7850.0,14999.0,6463.0
MI,East Lansing,3,Great Lakes,3,156,39902.95,15988.0,43372.0,30528.0,20755.11
MI,Escanaba,3,Great Lakes,1,31,1100.0,5910.0,11280.0,15674.0,9766.0
MI,Farmington Hills,3,Great Lakes,2,2,105.0,,,,23226.0
MI,Flint,3,Great Lakes,5,119,4208.5,13016.91,22021.48,22068.77,11888.81
MI,Grand Blanc,3,Great Lakes,1,1,26.0,,,,
MI,Grand Rapids,3,Great Lakes,9,147,3529.39,26796.13,28156.81,39103.99,20235.65
MI,Grayling,3,Great Lakes,1,22,965.0,4980.0,9390.0,15802.0,9615.0
MI,Harrison,3,Great Lakes,1,28,2002.0,5794.0,8446.0,14816.0,10100.0
MI,Hillsdale,3,Great Lakes,2,31,1516.61,32092.0,32092.0,,15148.0
MI,Holland,3,Great Lakes,3,43,3195.9,40420.0,40420.0,52206.0,25458.98
MI,Houghton,3,Great Lakes,1,96,5829.0,18392.0,41340.0,32550.0,15729.0
MI,Howell,3,Great Lakes,1,17,774.0,24842.0,24842.0,39110.0,21019.0
MI,Ionia,3,Great Lakes,1,2,36.0,,,,14994.0
MI,Ironwood,3,Great Lakes,1,46,508.0,5590.0,8318.0,13398.0,5216.0
MI,Jackson,3,Great Lakes,1,42,3563.0,7040.0,9795.0,15892.0,7657.0
MI,Kalamazoo,3,Great Lakes,5,148,10279.08,16430.74,20140.67,28188.38,15648.57
MI,Kentwood,3,Great Lakes,2,4,105.0,,,,19801.25
MI,LAnse,3,Great Lakes,1,7,147.0,5000.0,5000.0,13229.0,529.0
MI,Lansing,3,Great Lakes,4,102,6574.54,6217.76,12267.89,12871.87,6352.93
MI,Livonia,3,Great Lakes,2,114,3117.25,20561.93,21587.93,30831.24,14123.12
MI,Madison Heights,3,Great Lakes,1,14,547.0,32160.0,32160.0,30059.0,22079.0
MI,Marquette,3,Great Lakes,1,98,6425.0,13304.0,18800.0,26206.0,17485.0
MI,Midland,3,Great Lakes,2,21,1771.45,33000.0,33000.0,47114.0,26067.97
MI,Monroe,3,Great Lakes,2,40,1460.93,4566.0,8224.0,9894.0,5383.4
MI,Mount Pleasant,3,Great Lakes,3,111,9669.52,13947.98,13947.98,26210.32,15876.85
MI,Mt. Pleasant,3,Great Lakes,1,1,33.0,,,,12831.0
MI,Muskegon,3,Great Lakes,1,40,2781.0,6990.0,15390.0,11303.0,5196.0
MI,New Baltimore,3,Great Lakes,1,4,39.0,,,,21755.0
MI,Norton Shores,3,Great Lakes,1,1,87.0,,,,20253.0
MI,Oak Park,3,Great Lakes,1,1,71.0,8600.0,8600.0,16400.0,4913.0
MI,Olivet,3,Great Lakes,1,35,918.0,33076.0,33076.0,45849.0,21158.0
MI,Owosso,3,Great Lakes,1,67,3026.0,12810.0,12810.0,23456.0,15171.0
MI,Petoskey,3,Great Lakes,1,34,897.0,5267.0,10247.0,13378.0,5457.0
MI,Plainwell,3,Great Lakes,1,13,118.0,8300.0,12048.0,16152.0,11029.0
MI,Port Huron,3,Great Lakes,4,29,1772.0,5076.0,11826.0,12153.0,8793.24
MI,Portage,3,Great Lakes,1,5,94.0,,,,22788.0
MI,Riverview,3,Great Lakes,1,2,141.0,,,,21533.0
MI,Rochester Hills,3,Great Lakes,2,99,10687.27,16702.57,23908.38,26714.43,14442.54
MI,Roosevelt Park,3,Great Lakes,1,3,109.0,,,,21456.0
MI,Roseville,3,Great Lakes,1,6,443.0,32160.0,32160.0,30912.0,23871.0
MI,Royal Oak,3,Great Lakes,2,1,216.0,,,,16328.5
MI,Saginaw,3,Great Lakes,2,4,136.0,32160.0,32160.0,31779.0,22019.0
MI,Saint Joseph,3,Great Lakes,1,1,269.0,,,,21829.0
MI,Sault Ste Marie,3,Great Lakes,1,60,1391.0,14266.0,14266.0,25757.0,14368.0
MI,Scottville,3,Great Lakes,1,22,651.0,4320.0,8670.0,9674.0,1335.0
MI,Sidney,3,Great Lakes,1,42,1040.0,4860.0,12420.0,10978.0,4352.0
MI,Southfield,3,Great Lakes,4,72,1589.18,41872.0,41872.0,54266.0,33160.81
MI,Southgate,3,Great Lakes,1,1,53.0,,,,14418.0
MI,Spring Arbor,3,Great Lakes,1,63,990.0,32580.0,32580.0,43178.0,20899.0
MI,Spring Lake,3,Great Lakes,1,1,39.0,,,,8284.0
MI,Sterling Heights,3,Great Lakes,2,2,213.5,,,,15442.0
MI,Taylor,3,Great Lakes,2,3,106.33,,,,20894.67
MI,Traverse City,3,Great Lakes,1,58,2668.0,5350.0,12762.0,11821.0,5243.0
MI,Troy,3,Great Lakes,5,20,459.56,16210.8,16210.8,23029.8,17375.33
MI,University Center,3,Great Lakes,2,108,6035.24,8075.03,17132.82,17417.41,9084.24
MI,Warren,3,Great Lakes,2,85,13732.97,3600.0,8220.0,10719.0,6333.87
MI,Waterford,3,Great Lakes,3,2,36.25,,,,10240.0
MI,Wayne,3,Great Lakes,1,5,203.0,32160.0,32160.0,31514.0,24752.0
MI,Woodhaven,3,Great Lakes,1,4,212.0,32160.0,32160.0,31409.0,26241.0
MI,Wyoming,3,Great Lakes,1,15,707.0,14992.0,14992.0,24637.0,13996.0
MI,Ypsilanti,3,Great Lakes,1,134,10751.0,15510.0,15510.0,28168.0,17084.0
MN,Alexandria,4,Plains,1,36,1438.0,6213.0,6213.0,18962.0,14150.0
MN,Anoka,4,Plains,1,30,1522.0,6267.0,6267.0,16662.0,12261.0
MN,Austin,4,Plains,1,50,1895.0,6250.0,6250.0,14611.0,8463.0
MN,Bemidji,4,Plains,3,83,1722.86,10202.1,10202.1,22786.01,16831.9
MN,Bloomington,4,Plains,5,58,3852.82,9722.9,9722.9,23843.82,18448.43
MN,Brainerd,4,Plains,1,54,1486.0,6209.0,6209.0,18003.0,12829.0
MN,Brooklyn Park,4,Plains,2,80,3032.66,5518.92,5518.92,15160.31,10436.56
MN,Cass Lake,4,Plains,1,10,243.0,4148.0,4148.0,18199.0,13746.0
MN,Center City,4,Plains,1,1,,,,,
MN,Cloquet,4,Plains,1,22,457.0,5999.0,5999.0,18557.0,10704.0
MN,Collegeville,4,Plains,1,38,1468.0,53942.0,53942.0,66863.0,27018.0
MN,Coon Rapids,4,Plains,1,40,3983.0,5682.0,5682.0,16110.0,11471.0
MN,Crookston,4,Plains,1,34,1650.0,13120.0,13120.0,25290.0,10874.0
MN,Duluth,4,Plains,3,133,4654.71,19470.14,22074.65,32475.81,19392.75
MN,Fergus Falls,4,Plains,1,58,2875.0,5900.0,5900.0,15570.0,11274.0
MN,Granite Falls,4,Plains,1,49,1700.0,6484.0,12332.0,17205.0,11898.0
MN,Hastings,4,Plains,1,1,11.0,,,,15356.0
MN,Hibbing,4,Plains,1,62,1942.0,6004.0,7302.0,16231.0,10636.0
MN,Inver Grove Heights,4,Plains,1,42,2203.0,6007.0,6007.0,15612.0,10651.0
MN,Mahnomen,4,Plains,1,6,95.0,5250.0,5250.0,19169.0,6778.0
MN,Mankato,4,Plains,2,112,9869.55,12296.15,20384.79,24897.85,18481.96
MN,Marshall,4,Plains,1,48,2045.0,10304.0,10304.0,22399.0,14760.0
MN,Minneapolis,4,Plains,10,238,17922.78,18464.03,27622.78,30797.71,18614.77
MN,Minnetonka,4,Plains,1,6,,,,,
MN,Moorhead,4,Plains,2,88,2674.86,16599.09,16599.09,30354.68,20308.95
MN,Morris,4,Plains,1,36,980.0,14288.0,16438.0,25816.0,9110.0
MN,New Ulm,4,Plains,1,12,718.0,17770.0,17770.0,29288.0,20483.0
